,step,reward,total_reward,score
0,0,-0.6730939397740561,-0.6730939397740561,0.022513236427630083
0,1,-1.2846393771846292,-1.9577333169586852,0.022409763140450907
0,2,-0.8726962949758401,-2.8304296119345254,0.02233947045290451
0,3,-0.030418994570195423,-2.860848606504721,0.022337020307426514
0,4,0.9723324903657874,-1.8885161161389337,0.022415338348112577
0,5,0.7248875579384915,-1.1636285582004422,0.022473725549834168
0,6,0.17822132055745088,-0.9854072376429913,0.022488080664748913
0,7,-0.10371682539070726,-1.0891240630336987,0.02247972663088574
0,8,0.084671932670078,-1.0044521303636207,0.02248654666408789
0,9,0.23852946259283303,-0.7659226677707877,0.022505759392595134
0,10,1.331817065587484,0.5658943978166963,0.022613032680449407
0,11,1.6829631311283093,2.2488575289450057,0.02274858957717232
0,12,1.015055561152679,3.2639130900976845,0.022830348814392772
0,13,1.068494602514066,4.332407692611751,0.022916412382752042
0,14,1.050122329877702,5.382530022489453,0.023000996127686617
0,15,1.6651680603477281,7.047698082837181,0.023135119692610777
0,16,2.3257234224733514,9.373421505310532,0.023322448721960883
0,17,1.6762069207394514,11.049628426049983,0.023457461429154638
0,18,1.4668698662386364,12.51649829228862,0.023575612755993482
0,19,1.649452936599503,14.165951228888122,0.023708470521704616
0,20,2.0873310030111103,16.253282231899234,0.0238765978609007
0,21,2.3767661375007267,18.63004836939996,0.024068038205538374
0,22,3.0330225020662716,21.663070871466232,0.024312337745122006
0,23,3.0098386466988116,24.672909518165042,0.024554769904826922
0,24,2.4878995534532162,27.16080907161826,0.024755161664210466
0,25,2.368204867546394,29.529013939164653,0.024945912427974056
0,26,2.5111095812733444,32.040123520437994,0.02514817367533743
0,27,2.7760862639495305,34.816209784387524,0.025371777883900107
0,28,3.075673887235343,37.891883671622864,0.025619512845987957
0,29,2.5407010899792253,40.43258476160209,0.025824157587686608
0,30,3.588820165153361,44.021404926755444,0.026113224719037636
0,31,3.5893697445922594,47.610774671347706,0.026402336117123844
0,32,3.1024268247428783,50.71320149609058,0.026652225936391667
0,33,3.332039172875025,54.04524066896561,0.02692061024124052
0,34,4.0220547085899225,58.06729537755553,0.027244572926258287
0,35,4.254453611648074,62.321748989203606,0.027587254544280397
0,36,3.644557138416611,65.96630612762021,0.02788081109728811
0,37,4.407125423288394,70.3734315509086,0.028235789905082374
0,38,4.091116007240799,74.4645475581494,0.028565315240377864
0,39,4.204287727493735,78.66883528564314,0.028903956168826003
0,40,4.68583344926233,83.35466873490547,0.029281383950334545
0,41,5.183778005763539,88.53844674066902,0.029698919454686737
0,42,4.4941399226016365,93.03258666327065,0.03006090698137604
0,43,4.365930595181549,97.3985172584522,0.030412567687332005
0,44,4.774762016849325,102.17327927530152,0.030797158359357358
0,45,4.954012791024079,107.12729206632561,0.031196187065248623
0,46,5.166952768963626,112.29424483528923,0.031612367354596375
0,47,5.387257560107775,117.681502395397,0.03204629243779511
0,48,4.932088592475018,122.61359098787202,0.032443555224835594
0,49,5.506345562675024,128.11993655054704,0.03288707243739614
0,50,5.352157485014452,133.4720940355615,0.03331817033016725
0,51,5.765853816751468,139.23794785231297,0.0337825900407956
0,52,5.585612025467656,144.82355987778064,0.03423249189453553
0,53,5.9662901990985056,150.78985007687913,0.03471305606696389
0,54,5.534222499825436,156.32407257670457,0.03515881867101304
0,55,5.7481486821977175,162.0722212589023,0.035621812293896646
0,56,5.858828038421575,167.93104929732385,0.036093720758575344
0,57,5.6295580824172164,173.56060737974107,0.03654716231618229
0,58,5.380528363752886,178.94113574349396,0.03698054538573947
0,59,5.414203002142008,184.35533874563598,0.03741664083169627
0,60,5.311758553577963,189.66709729921394,0.03784448472937077
0,61,6.174886272621809,195.84198357183575,0.038341850598682684
0,62,5.867483085885582,201.70946665772135,0.03881445619769161
0,63,5.266278542967408,206.97574520068875,0.03923863683680313
0,64,6.334855887619411,213.31060108830815,0.03974888770886878
0,65,6.610388726241587,219.92098981454973,0.040281331804219035
0,66,6.230072821986338,226.15106263653607,0.04078314276043412
0,67,5.855072419586625,232.0061350561227,0.04125474872292183
0,68,6.072348947585598,238.0784840037083,0.041743855563070774
0,69,6.496222160310668,244.57470616401898,0.04226710393386779
0,70,6.282980140773609,250.8576863047926,0.042773176392795605
0,71,6.083163451201065,256.94084975599367,0.043263154304046834
0,72,5.722181759055477,262.66303151504917,0.04372405638050646
0,73,6.53334986677791,269.19638138182705,0.04425029526047034
0,74,5.905537572038793,275.10191895386583,0.04472596601756496
0,75,5.743607751786262,280.8455267056521,0.0451885938841088
0,76,6.375585661273859,287.221112366926,0.04570212539947477
0,77,6.830448417299984,294.05156078422596,0.04625229454670639
0,78,6.775910196221883,300.82747098044786,0.04679807082765034
0,79,6.076277691036858,306.9037486714847,0.0472874941145832
0,80,6.212320614965788,313.1160692864505,0.0477878751915281
0,81,5.783376298990117,318.8994455854406,0.048253706277884896
0,82,6.497121605455385,325.396567190896,0.04877702709589739
0,83,5.88688317122579,331.2834503621218,0.04925119530511223
0,84,5.389712040600321,336.67316240272214,0.04968531808827984
0,85,6.30874401240441,342.98190641512656,0.05019346573853018
0,86,6.389693034712639,349.3715994498392,0.05070813355434677
0,87,5.659780288583477,355.0313797384227,0.05116400940680204
0,88,5.86501406243108,360.8963938008538,0.051636416134456485
0,89,5.670844603282343,366.5672384041361,0.052093183179438306
0,90,5.510647350382215,372.0778857545183,0.05253704688621561
0,91,5.270473163160392,377.3483589176787,0.05296156538756889
0,92,5.2472649777271,382.5956238954058,0.053384214549340274
0,93,4.736250519722232,387.331874415128,0.053765703252616495
0,94,4.761358745968802,392.0932331610968,0.05414921433723266
0,95,4.884551744909239,396.97778490600604,0.054542648194561706
0,96,4.90616403972689,401.8839489457329,0.05493782284796784
0,97,5.6715549811358,407.5555039268687,0.05539464711144455
0,98,5.782422119743167,413.33792604661187,0.05586040134194204
0,99,5.015049849060326,418.3529758956722,0.05626434637310476
0,100,5.865032201160032,424.21800809683225,0.0567367545617715
0,101,6.494156550326203,430.71216464715843,0.05725983655478271
0,102,6.346198034674634,437.05836268183305,0.057771000997816464
0,103,5.6519536874445215,442.71031636927756,0.05822624644444604
0,104,5.888941489070114,448.5992578583477,0.058700580444089843
0,105,5.591288190837085,454.1905460491848,0.05915093949344418
0,106,5.754672021480864,459.94521807066565,0.059614458548889644
0,107,5.5434145194464275,465.48863259011205,0.06006096153853095
