,epoch,time_trainer (s),time_epoch (s),acc_time (min)
,0
0,0.0
1,886.7640883922577
2,2163.460868835449
3,36.05768114725749
,0
0,1.0
1,885.4250664710999
2,1352.149164199829
3,58.59350055058797
,0
0,2.0
1,895.1758947372437
2,1591.1700038909912
3,85.11300061543783
,0
0,3.0
1,890.225968837738
2,2166.5700209140778
3,121.22250096400579
,0
0,4.0
1,887.75927734375
2,2164.542822122574
3,157.2982146660487
,0
0,5.0
1,888.3685326576233
2,2164.9045674800873
3,193.37995745738348
,0
0,6.0
1,889.613073348999
2,2174.1503715515137
3,229.61579698324203
,0
0,7.0
1,903.386800289154
2,2179.1300694942474
3,265.9346314748128
,0
0,8.0
1,887.7991001605988
2,2161.762741804123
3,301.9640105048815
,0
0,9.0
1,888.2604804039001
2,2164.2143700122833
3,338.0342500050863
,0
0,10.0
1,899.660730600357
2,2180.663317680359
3,374.37863863309224
,0
0,11.0
1,899.922990322113
2,2182.039452314377
3,410.7459628383319
,0
0,12.0
1,896.6959607601166
2,2175.896311044693
3,447.0109013557434
,0
0,13.0
1,894.6507399082184
2,2168.653439760208
3,483.1551253517469
,0
0,14.0
1,887.5842258930206
2,2163.3237404823303
3,519.2105210264524
,0
0,15.0
1,888.6215119361877
2,2164.293677330017
3,555.282082315286
,0
0,16.0
1,905.6316468715668
2,2194.713630914688
3,591.8606428305308
,0
0,17.0
1,907.936098575592
2,2194.2549765110016
3,628.4315591057142
,0
0,18.0
1,900.7529580593109
2,2180.0467512607574
3,664.7656716267268
,0
0,19.0
1,893.7098286151886
2,2168.1712379455566
3,700.9018589258194
,0
0,20.0
1,888.0587041378021
2,2161.0571296215057
3,736.9194777528445
,0
0,21.0
1,893.5879144668579
2,2172.8169219493866
3,773.1330931186676
,0
0,22.0
1,902.0732276439667
2,2180.3032941818237
3,809.4714813550313
,0
0,23.0
1,897.2491934299469
2,2175.2811908721924
3,845.7261678695679
,0
0,24.0
1,899.0622689723969
2,2176.2869460582733
3,881.9976169705391
,0
0,25.0
1,892.82204413414
2,2165.951913356781
3,918.0968155264854
,0
0,26.0
1,892.0077352523804
2,2166.3257954120636
3,954.2022454500199
,0
0,27.0
1,887.6014602184296
2,2161.494013786316
3,990.2271456797918
,0
0,28.0
1,887.0783088207245
2,2159.937741279602
3,1026.2261080344517
,0
0,29.0
1,887.5758299827576
2,2160.1900527477264
3,1062.2292755802473
,0
0,30.0
1,883.4446449279785
2,2159.8408262729645
3,1098.2266226847967
,0
0,31.0
1,884.6676669120789
2,2159.5009784698486
3,1134.2183056592942
,0
0,32.0
1,883.5448026657104
2,2159.2154676914215
3,1170.2052301208178
,0
0,33.0
1,884.2308785915375
2,2157.7251665592194
3,1206.167316230138
,0
0,34.0
1,882.8724958896637
2,1265.5276143550873
3,1227.2594431360562
,0
0,35.0
1,884.867023229599
2,2162.3382680416107
3,1263.2984142700832
,0
0,36.0
1,883.7005949020386
2,2159.2821173667908
3,1299.2864495595297
,0
0,37.0
1,883.324179649353
2,2158.941201686859
3,1335.2688029209774
,0
0,38.0
1,883.2230772972107
2,2153.4137902259827
3,1371.159032758077
,0
0,39.0
1,886.4077610969543
2,2157.884066104889
3,1407.1237671931585
,0
0,40.0
1,885.1876533031464
2,2162.704879283905
3,1443.1688485145569
,0
0,41.0
1,897.3050727844238
2,2175.848876476288
3,1479.4329964558283
,0
0,42.0
1,885.1261546611786
2,2160.9884116649628
3,1515.4494699835777
,0
0,43.0
1,887.0901062488556
2,2161.882424354553
3,1551.4808437228203
,0
0,44.0
1,887.4410088062286
2,2175.7597987651825
3,1587.7435070355734
,0
0,45.0
1,907.4494647979736
2,2181.023239135742
3,1624.0938943545023
,0
0,46.0
1,898.2119748592377
2,2177.3975126743317
3,1660.3838528990746
,0
0,47.0
1,900.0162646770477
2,1649.9999837875366
3,1687.8838526288669
,0
0,48.0
1,898.7403826713562
2,1391.9092259407043
3,1711.0823397278787
,0
0,49.0
1,899.0042028427124
2,2175.069221973419
3,1747.3334934274355
