,epoch,time_trainer (s),time_epoch (s),acc_time (min)
,0
0,0.0
1,596.1796507835388
2,1117.5380516052246
3,18.62563419342041
,0
0,1.0
1,600.3584260940552
2,1117.7265655994415
3,37.25441028674444
,0
0,2.0
1,595.6382162570953
2,1119.137953042984
3,55.906709504127505
,0
0,3.0
1,611.8074791431427
2,1132.4944424629211
3,74.78161687850952
,0
0,4.0
1,604.2223682403564
2,1120.8110172748566
3,93.46180049975713
,0
0,5.0
1,591.210643529892
2,1108.0338249206543
3,111.92903091510136
,0
0,6.0
1,590.6900012493134
2,1107.207849740982
3,130.38249507745107
,0
0,7.0
1,591.1714458465576
2,1107.7018775939941
3,148.84419303735098
,0
0,8.0
1,605.2167594432831
2,1122.898532629013
3,167.55916858116785
,0
0,9.0
1,577.9883227348328
2,1094.4147431850433
3,185.79941430091858
,0
0,10.0
1,583.3084406852722
2,1100.0054602622986
3,204.13283863862355
,0
0,11.0
1,583.8255500793457
2,1099.9614114761353
3,222.46552882989246
,0
0,12.0
1,576.9241752624512
2,1092.7076797485352
3,240.67732349236806
,0
0,13.0
1,577.0199038982391
2,1092.8840305805206
3,258.89205733537676
,0
0,14.0
1,574.6634836196899
2,1089.6194286346436
3,277.05238114595414
,0
0,15.0
1,574.1807374954224
2,1088.165159702301
3,295.1884671409925
,0
0,16.0
1,582.7421989440918
2,1101.7722992897034
3,313.55133879582087
,0
0,17.0
1,589.5878076553345
2,1109.627388715744
3,332.0451286077499
,0
0,18.0
1,587.079347372055
2,1106.4637954235077
3,350.4861918648084
,0
0,19.0
1,588.6021497249603
2,1108.3636860847473
3,368.95891996622083
,0
0,20.0
1,586.4333698749542
2,1104.8935623168945
3,387.37381267150244
,0
0,21.0
1,583.2684788703918
2,1100.1906669139862
3,405.71032378673556
,0
0,22.0
1,583.5479621887207
2,1100.3548188209534
3,424.04957076708473
,0
0,23.0
1,576.1574003696442
2,1091.6145992279053
3,442.2431474208832
,0
0,24.0
1,574.9372668266296
2,1090.6151933670044
3,460.42006731033325
,0
0,25.0
1,578.2514052391052
2,1093.3266336917877
3,478.64217787186305
,0
0,26.0
1,576.9034271240234
2,1091.936607837677
3,496.8411213358243
,0
0,27.0
1,572.7925713062286
2,1089.2877004146576
3,514.9959163427353
,0
0,28.0
1,590.7560646533966
2,1111.3415303230286
3,533.5182751814524
,0
0,29.0
1,595.1442995071411
2,1114.221049785614
3,552.0886260112127
,0
0,30.0
1,587.5299332141876
2,1106.0216219425201
3,570.5223197102547
,0
0,31.0
1,583.7139759063721
2,1104.2975857257843
3,588.9272794723511
,0
0,32.0
1,584.2368767261505
2,1100.820641040802
3,607.2742901563645
,0
0,33.0
1,578.9872550964355
2,1094.8469815254211
3,625.5217398484548
,0
0,34.0
1,580.3430769443512
2,1095.1025772094727
3,643.7734494686126
,0
0,35.0
1,571.3340964317322
2,1086.2864937782288
3,661.8782243649165
,0
0,36.0
1,572.0624966621399
2,1087.0709228515625
3,679.9960730791092
,0
0,37.0
1,576.0160038471222
2,1090.8124856948853
3,698.176281174024
,0
0,38.0
1,578.4093861579895
2,1096.3468244075775
3,716.4487282474836
,0
0,39.0
1,585.2291476726532
2,1102.6926109790802
3,734.8269384304682
,0
0,40.0
1,583.0808050632477
2,1103.4682462215424
3,753.2180758674939
,0
0,41.0
1,593.5127713680267
2,1115.3928883075714
3,771.8079573392868
,0
0,42.0
1,587.8562850952148
2,1105.4010224342346
3,790.2313077131907
,0
0,43.0
1,584.0301623344421
2,1100.8964314460754
3,808.5795815706254
,0
0,44.0
1,589.2592477798462
2,1105.7165982723236
3,827.0081915418307
,0
0,45.0
1,581.5087027549744
2,1098.9078884124756
3,845.323323015372
,0
0,46.0
1,578.1404321193695
2,1094.1268184185028
3,863.5587699890136
,0
0,47.0
1,579.2422277927399
2,1095.5563390254974
3,881.8180423061053
,0
0,48.0
1,577.190092086792
2,1092.1168856620789
3,900.0199904004733
,0
0,49.0
1,576.2847166061401
2,1091.3681647777557
3,918.2094598134358
