,epoch,time_trainer (s),time_epoch (s),acc_time (min)
,0
0,0.0
1,1192.8263607025146
2,1348.2768294811249
3,22.471280491352083
,0
0,1.0
1,1048.6924364566803
2,1201.1177468299866
3,42.48990960518519
,0
0,2.0
1,916.7746546268463
2,1069.4248955249786
3,60.313657863934836
,0
0,3.0
1,920.20534491539
2,1072.7512874603271
3,78.19284598827362
,0
0,4.0
1,917.6105408668518
2,1069.512849330902
3,96.01806014378866
,0
0,5.0
1,915.7926068305969
2,1067.8186209201813
3,113.81503715912501
,0
0,6.0
1,915.8683888912201
2,1067.590974330902
3,131.60822006464005
,0
0,7.0
1,917.6637029647827
2,1069.7335104942322
3,149.4371119062106
,0
0,8.0
1,918.0294845104218
2,1069.8046252727509
3,167.26718899408976
,0
0,9.0
1,916.9524528980255
2,1068.4664261341095
3,185.0749627629916
,0
0,10.0
1,916.0860815048218
2,1067.7735226154327
3,202.87118813991546
,0
0,11.0
1,918.3358294963837
2,1070.2629792690277
3,220.70890446106594
,0
0,12.0
1,918.4602897167206
2,1070.082361459732
3,238.5436104853948
,0
0,13.0
1,917.71218085289
2,1069.1504225730896
3,256.3627841949463
,0
0,14.0
1,916.0864174365997
2,1067.8829658031464
3,274.1608336249987
,0
0,15.0
1,920.7567856311798
2,1072.6105453968048
3,292.0376760482788
,0
0,16.0
1,925.1167442798615
2,1076.8561630249023
3,309.98527876536053
,0
0,17.0
1,924.4763159751892
2,1076.3740417957306
3,327.9248461286227
,0
0,18.0
1,918.7453441619873
2,1071.4179544448853
3,345.7818120360374
,0
0,19.0
1,923.3412132263184
2,1075.3202970027924
3,363.703816986084
,0
0,20.0
1,921.0868723392487
2,1072.8163285255432
3,381.58408912817634
,0
0,21.0
1,923.9169614315033
2,1075.5556645393372
3,399.51001687049865
,0
0,22.0
1,919.7558486461639
2,1070.340404510498
3,417.3490236123403
,0
0,23.0
1,913.77357006073
2,1064.4599113464355
3,435.0900221347809
,0
0,24.0
1,913.3847188949585
2,1063.4286496639252
3,452.81383296251295
,0
0,25.0
1,916.4428007602692
2,1068.1944601535797
3,470.6170739650726
,0
0,26.0
1,910.6744961738586
2,1060.5169558525085
3,488.29235656261443
,0
0,27.0
1,909.611537694931
2,1058.979582309723
3,505.94201626777647
,0
0,28.0
1,908.2887849807739
2,1057.680008649826
3,523.5700164119403
,0
0,29.0
1,912.3169493675232
2,1061.7809133529663
3,541.266364967823
,0
0,30.0
1,909.4653077125549
2,1058.4568538665771
3,558.907312532266
,0
0,31.0
1,913.6658537387848
2,1064.1016726493835
3,576.6423404097557
,0
0,32.0
1,910.8404529094696
2,1061.1962060928345
3,594.3289438446362
,0
0,33.0
1,915.7530808448792
2,1066.1503822803497
3,612.0981168826421
,0
0,34.0
1,910.9625160694122
2,1061.9620010852814
3,629.7974835673969
,0
0,35.0
1,914.2344944477081
2,1065.8801720142365
3,647.5621531009674
,0
0,36.0
1,916.4457926750183
2,1067.7286431789398
3,665.357630487283
,0
0,37.0
1,917.5681273937225
2,1068.4962413311005
3,683.1659011761348
,0
0,38.0
1,916.3044092655182
2,1067.8026781082153
3,700.9626124779384
,0
0,39.0
1,920.5045611858368
2,1072.146279335022
3,718.831717133522
,0
0,40.0
1,916.6055331230164
2,1067.451938867569
3,736.6225827813148
,0
0,41.0
1,1229.5147142410278
2,1384.1219310760498
3,759.6912816325823
,0
0,42.0
1,1244.8616931438446
2,1401.3189804553986
3,783.0465979735056
,0
0,43.0
1,1249.6741569042206
2,1408.0990335941315
3,806.5149152000745
,0
0,44.0
1,1245.2822875976562
2,1400.3660862445831
3,829.8543499708176
,0
0,45.0
1,942.1856210231781
2,1093.3055469989777
3,848.0761090874672
,0
0,46.0
1,918.5842707157135
2,1069.2576942443848
3,865.897070658207
,0
0,47.0
1,919.7386133670807
2,1070.5850071907043
3,883.7401541113853
,0
0,48.0
1,916.8046565055847
2,1067.7136442661285
3,901.5353815158209
,0
0,49.0
1,918.5454437732697
2,1071.3336117267609
3,919.3909417112668
