,iteration,loss
0,0,8.369999885559082
0,6400,8.383986473083496
0,12800,8.386873245239258
0,19200,8.342556953430176
0,25600,8.318906784057617
0,32000,8.298209190368652
0,38400,8.269759178161621
0,44800,8.202168464660645
0,51200,8.231470108032227
0,57600,8.115456581115723
0,64000,8.165613174438477
0,70400,8.129927635192871
0,76800,8.032463073730469
0,83200,8.01887321472168
0,89600,8.073829650878906
0,96000,7.9445576667785645
0,102400,7.961129188537598
0,108800,7.798216819763184
0,115200,7.887007236480713
0,121600,7.9120659828186035
0,128000,7.833979606628418
0,134400,7.798599720001221
0,140800,7.74194860458374
0,147200,7.483353614807129
0,153600,7.235149383544922
0,160000,7.365590572357178
0,166400,7.298361301422119
0,172800,7.177692890167236
0,179200,6.991067886352539
0,185600,6.938377857208252
0,192000,6.915530204772949
0,198400,6.844110488891602
0,204800,6.641119956970215
0,211200,6.5615644454956055
0,217600,6.458286285400391
0,224000,6.381247043609619
0,230400,6.3973188400268555
0,236800,6.2300262451171875
0,243200,6.150212287902832
0,249600,6.05147647857666
0,256000,5.951895713806152
0,262400,5.858823776245117
0,268800,5.886066913604736
0,275200,5.720609188079834
0,281600,5.6825947761535645
0,288000,5.582435131072998
0,294400,5.429468154907227
0,300800,5.442929267883301
0,307200,5.405665397644043
0,313600,5.429929256439209
0,320000,5.404122829437256
0,326400,5.2663044929504395
0,332800,5.352085113525391
0,339200,5.191391944885254
0,345600,5.229738235473633
0,352000,5.232485294342041
0,358400,5.111160755157471
0,364800,5.100386142730713
0,371200,5.1808552742004395
0,377600,5.122878551483154
0,384000,5.1243791580200195
0,390400,4.984793186187744
0,396800,5.078520774841309
0,403200,5.020174503326416
0,409600,4.9325995445251465
0,416000,4.8918609619140625
0,422400,4.916211128234863
0,428800,4.869223594665527
0,435200,4.950401306152344
0,441600,4.742960453033447
0,448000,4.7959065437316895
0,454400,4.730350494384766
0,460800,4.790349006652832
0,467200,4.753071308135986
0,473600,4.792762279510498
0,480000,4.670616626739502
0,486400,4.709865570068359
0,492800,4.651523113250732
0,499200,4.686160087585449
0,505600,4.696714401245117
0,512000,4.647940635681152
0,518400,4.549015998840332
0,524800,4.650471210479736
0,531200,4.578298568725586
0,537600,4.620200157165527
0,544000,4.621015548706055
0,550400,4.554566383361816
0,556800,4.423877716064453
