,step,reward,total_reward,score
0,0,0.9591189205016495,0.9591189205016495,0.006523568054666909
0,1,0.9812158357336119,1.9403347562352615,0.006825056466593161
0,2,1.0786878645583777,3.0190226207936393,0.007156494137497319
0,3,1.1478348640666918,4.166857484860331,0.007509177917883231
0,4,1.1715139948359228,5.338371479696254,0.007869137348815562
0,5,1.1004508317486659,6.43882231144492,0.008207261909778009
0,6,1.0539590914208572,7.492781402865777,0.008531101416985043
0,7,1.0690492121771848,8.561830615042961,0.008859577515222221
0,8,1.1394384865758258,9.701269101618786,0.009209681424367306
0,9,1.2233725228499037,10.92464162446869,0.009585574908426773
0,10,1.3150703907339711,12.239712015202661,0.009989643482572023
0,11,1.3567182504308946,13.596430265633556,0.010406508779541019
0,12,1.3617350541008542,14.95816531973441,0.010824915539780704
0,13,1.407977184707635,16.366142504442045,0.011257530658684211
0,14,1.4668460745956962,17.832988579037742,0.011708233834748907
0,15,1.5136690929717684,19.34665767200951,0.012173323853073686
0,16,1.5660613905234797,20.91271906253299,0.012654511930572392
0,17,1.6117550644371483,22.524474126970137,0.013149739847912255
0,18,1.6378025381344998,24.16227666510464,0.013652971112929272
0,19,1.6704003891578783,25.83267705426252,0.01416621839478921
0,20,1.712149073902149,27.54482612816467,0.014692293378980457
0,21,1.7169390745375577,29.261765202702225,0.015219840138934085
0,22,1.7293042797678708,30.991069482470095,0.015751186232278253
0,23,1.7502148027150777,32.74128428518517,0.016288957293632833
0,24,1.7795786868716192,34.52086297205679,0.016835750703057983
0,25,1.7865915504090655,36.307454522465854,0.017384698885178355
0,26,1.788795098392939,38.09624962085879,0.017934324129529146
0,27,1.8174947835121247,39.91374440437092,0.01849276764013111
0,28,1.8326544833825436,41.74639888775346,0.019055869120644244
0,29,1.850416184031055,43.59681507178451,0.019624428061918418
0,30,1.8461498574293584,45.44296492921387,0.02019167613153209
0,31,1.83713426608319,47.28009919529706,0.02075615407023414
0,32,1.8462495172618199,49.12634871255888,0.02132343276133141
0,33,1.865451816143873,50.991800528702754,0.021896611551453227
0,34,1.8835105332338595,52.875311061936614,0.022475339063618257
0,35,1.9063813389646431,54.78169240090126,0.023061093860350185
0,36,1.920030228247608,56.70172262914886,0.023651042415279468
0,37,1.9454427848025198,58.647165413951384,0.02424879923322256
0,38,1.9987629839448735,60.645928397896256,0.0248629392174147
0,39,2.024227736941884,62.67015613483814,0.025484903502501273
0,40,2.0536595063432217,64.72381564118136,0.026115910994081098
0,41,2.079868336549633,66.803683977731,0.026754971411744682
0,42,2.138006522868416,68.9416905005994,0.02741189537056526
0,43,2.191546510926728,71.13323701152613,0.02808527002798487
0,44,2.1739169813982295,73.30715399292437,0.02875322783554639
0,45,2.2558886388998687,75.56304263182423,0.02944637225745219
0,46,2.3137104201723626,77.87675305199659,0.030157283001889426
0,47,2.2774223616276474,80.15417541362423,0.030857043876191967
0,48,2.3527508005613416,82.50692621418557,0.0315799501692698
0,49,2.4025572894537595,84.90948350363932,0.032318160005862684
0,50,2.435026812446454,87.34451031608577,0.03306634642922329
0,51,2.494111241786167,89.83862155787195,0.033832687136404534
0,52,2.4993744420464274,92.33799599991838,0.034600645014681394
0,53,2.5001584321281394,94.83815443204652,0.03536884378177812
0,54,2.5067637262016524,97.34491815824818,0.036139072091762356
0,55,2.516019741687348,99.86093789993552,0.036912144405387703
0,56,2.499436682303727,102.36037458223925,0.037680121407608194
0,57,2.497177237297727,104.85755181953698,0.0384474041726773
0,58,2.5216488666429475,107.37920068617993,0.03922220609143293
0,59,2.5684745565296243,109.94767524270955,0.04001139567329709
0,60,2.5847574694658846,112.53243271217544,0.04080558834355823
0,61,2.6326070746353065,115.16503978681074,0.04161448328517339
0,62,2.6810294297938455,117.84606921660458,0.042438256481324224
0,63,2.6727780661009364,120.51884728270551,0.04325949436317885
0,64,2.664167382476608,123.18301466518211,0.044078086526082604
0,65,2.6768752986607125,125.85988996384283,0.04490058332375652
0,66,2.6723998669816145,128.53228983082445,0.04572170500013655
0,67,2.6261105779336242,131.15840040875807,0.04652860382794846
0,68,2.612631950843628,133.7710323596017,0.04733136121233038
0,69,2.599915468868526,136.3709478284702,0.04813021133001689
0,70,2.627028893163128,138.99797672163334,0.04893739231939827
0,71,2.7183661137549855,141.71634283538833,0.04977263758636584
0,72,2.790815179654846,144.5071580150432,0.05063014355584986
0,73,2.841227753289326,147.34838576833252,0.05150313929446791
0,74,2.851713879316318,150.20009964764884,0.05237935700053492
0,75,2.8411033693782053,153.04120301702704,0.0532523145209481
0,76,2.821535382633768,155.8627383996608,0.05411925958107137
